brand,product_name,shade,shade_code,undertone,skin_type,finish,price,rating,description
Wet n Wild,Photo Focus Foundation,Caramel,CAR,Warm,All,Matte,499,4.3,Lightweight matte foundation
Wet n Wild,Photo Focus Foundation,Mocha,MOC,Neutral,All,Matte,499,4.3,Lightweight matte foundation
NYX,Can't Stop Won't Stop Foundation,Pale,PALE,Cool,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Fair,FAIR,Neutral,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Light Ivory,LIV,Neutral,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Natural,NAT,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Golden,GOL,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Medium Olive,MOL,Neutral,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Tan,TAN,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Deep,DEEP,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
Revlon,ColorStay Makeup,110 Ivory,110,Cool,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,150 Buff,150,Neutral,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,180 Sand Beige,180,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,200 Nude,200,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,220 Natural Beige,220,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,240 Medium Beige,240,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,300 Golden Beige,300,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,320 True Beige,320,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,C-010 Alabaster,C010,Cool,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,C-012 Porcelain,C012,Cool,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,N-010 Alabaster,N010,Neutral,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,N-012 Porcelain,N012,Neutral,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,W-012 Porcelain,W012,Warm,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,W-014 Warm Ivory,W014,Warm,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,N-020 Natural,N020,Neutral,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,W-026 Warm Natural,W026,Warm,All,Natural,4200,4.7,Lightweight long-wear foundation
Clinique,Even Better Foundation,WN 01 Flax,WN01,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,CN 10 Alabaster,CN10,Cool,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 12 Cream Chamois,WN12,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 22 Ecru,WN22,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 38 Stone,WN38,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 46 Golden Neutral,WN46,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 58 Honey,WN58,Warm,All,Natural,2900,4.6,SPF 15 foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Fair,FAIR,Neutral,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Light,LIGHT,Neutral,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Medium,MED,Warm,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Tan,TAN,Warm,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Deep,DEEP,Warm,All,Natural,2999,4.7,SPF 50+ CC cream foundation
Too Faced,Born This Way Foundation,Snow,SNOW,Cool,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Porcelain,PORC,Cool,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Ivory,IVORY,Neutral,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Vanilla,VAN,Neutral,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Light Beige,LBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Natural Beige,NBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Warm Beige,WBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Golden Beige,GBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,0.3,0.3,Cool,All,Matte,2800,4.5,Hydrating full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,1.05,1.05,Cool,All,Matte,2800,4.5,Hydrating full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,1.1,1.1,Neutral,All,Matte,2800,4.5,Hydrating full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,1.2,1.2,Neutral,All,Matte,2800,4.5,Hydrating full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,2.1,2.1,Neutral,All,Matte,2800,4.5,Hydrating full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,2.2,2.2,Warm,All,Matte,2800,4.5,Hydrating full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,2.3,2.3,Warm,All,Matte,2800,4.5,Hydrating full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,3.1,3.1,Warm,All,Matte,2800,4.5,Hydrating full coverage foundation
Bare Minerals,BarePro Liquid Foundation,Fair 01,F01,Cool,All,Natural,2400,4.4,Liquid mineral foundation
Bare Minerals,BarePro Liquid Foundation,Fair 02,F02,Neutral,All,Natural,2400,4.4,Liquid mineral foundation
Bare Minerals,BarePro Liquid Foundation,Light 06,L06,Neutral,All,Natural,2400,4.4,Liquid mineral foundation
Bare Minerals,BarePro Liquid Foundation,Light 08,L08,Warm,All,Natural,2400,4.4,Liquid mineral foundation
Bare Minerals,BarePro Liquid Foundation,Medium 14,M14,Warm,All,Natural,2400,4.4,Liquid mineral foundation
Bare Minerals,BarePro Liquid Foundation,Tan 20,T20,Warm,All,Natural,2400,4.4,Liquid mineral foundation
Laura Mercier,Flawless Lumière Radiance Foundation,0C1 Cameo,0C1,Cool,All,Radiant,3600,4.7,Radiant medium coverage foundation
Laura Mercier,Flawless Lumière Radiance Foundation,1N1 Crème,1N1,Neutral,All,Radiant,3600,4.7,Radiant medium coverage foundation
Laura Mercier,Flawless Lumière Radiance Foundation,1W1 Bone Ivory,1W1,Warm,All,Radiant,3600,4.7,Radiant medium coverage foundation
Laura Mercier,Flawless Lumière Radiance Foundation,2N1 Cashew,2N1,Neutral,All,Radiant,3600,4.7,Radiant medium coverage foundation
Laura Mercier,Flawless Lumière Radiance Foundation,2W1 Natural,2W1,Warm,All,Radiant,3600,4.7,Radiant medium coverage foundation
Laura Mercier,Flawless Lumière Radiance Foundation,3N1 Buff,3N1,Neutral,All,Radiant,3600,4.7,Radiant medium coverage foundation
Laura Mercier,Flawless Lumière Radiance Foundation,3W1 Tawny,3W1,Warm,All,Radiant,3600,4.7,Radiant medium coverage foundation
Armani,Luminous Silk Foundation,2,2,Cool,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,3,3,Cool,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,4,4,Neutral,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,4.5,4.5,Neutral,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,5,5,Neutral,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,5.5,5.5,Warm,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,6,6,Warm,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,6.5,6.5,Warm,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,7,7,Warm,All,Radiant,4500,4.9,Iconic silk foundation
Armani,Luminous Silk Foundation,8,8,Warm,All,Radiant,4500,4.9,Iconic silk foundation
Dior,Forever Skin Glow Foundation,0CR,0CR,Cool,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,1N,1N,Neutral,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,1.5N,1.5N,Neutral,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,2N,2N,Neutral,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,2.5N,2.5N,Neutral,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,3N,3N,Neutral,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,3W,3W,Warm,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,4N,4N,Neutral,All,Radiant,4200,4.8,24-hour radiant foundation
Dior,Forever Skin Glow Foundation,4W,4W,Warm,All,Radiant,4200,4.8,24-hour radiant foundation
Make Up For Ever,Ultra HD Foundation,Y205,Y205,Warm,All,Natural,2999,4.6,High-definition foundation
Make Up For Ever,Ultra HD Foundation,Y225,Y225,Warm,All,Natural,2999,4.6,High-definition foundation
Make Up For Ever,Ultra HD Foundation,Y245,Y245,Warm,All,Natural,2999,4.6,High-definition foundation
Make Up For Ever,Ultra HD Foundation,Y315,Y315,Warm,All,Natural,2999,4.6,High-definition foundation
Make Up For Ever,Ultra HD Foundation,Y335,Y335,Warm,All,Natural,2999,4.6,High-definition foundation
Make Up For Ever,Ultra HD Foundation,Y345,Y345,Warm,All,Natural,2999,4.6,High-definition foundation
Make Up For Ever,Ultra HD Foundation,Y365,Y365,Warm,All,Natural,2999,4.6,High-definition foundation
Benefit,Hello Happy Soft Blur Foundation,01 Fair Cool,01,Cool,All,Soft,2400,4.5,Blurring foundation
Benefit,Hello Happy Soft Blur Foundation,02 Fair Neutral,02,Neutral,All,Soft,2400,4.5,Blurring foundation
Benefit,Hello Happy Soft Blur Foundation,03 Light Cool,03,Cool,All,Soft,2400,4.5,Blurring foundation
Benefit,Hello Happy Soft Blur Foundation,04 Light Neutral,04,Neutral,All,Soft,2400,4.5,Blurring foundation
Benefit,Hello Happy Soft Blur Foundation,05 Light Warm,05,Warm,All,Soft,2400,4.5,Blurring foundation
Benefit,Hello Happy Soft Blur Foundation,06 Medium Neutral,06,Neutral,All,Soft,2400,4.5,Blurring foundation
Benefit,Hello Happy Soft Blur Foundation,07 Medium Warm,07,Warm,All,Soft,2400,4.5,Blurring foundation
Tarte,Amazonian Clay Foundation,Fair-Light Neutral,FLN,Neutral,All,Matte,2899,4.6,Full coverage matte foundation
Tarte,Amazonian Clay Foundation,Fair-Light Honey,FLH,Warm,All,Matte,2899,4.6,Full coverage matte foundation
Tarte,Amazonian Clay Foundation,Light-Medium Neutral,LMN,Neutral,All,Matte,2899,4.6,Full coverage matte foundation
Tarte,Amazonian Clay Foundation,Light-Medium Honey,LMH,Warm,All,Matte,2899,4.6,Full coverage matte foundation
Tarte,Amazonian Clay Foundation,Medium Neutral,MN,Neutral,All,Matte,2899,4.6,Full coverage matte foundation
Tarte,Amazonian Clay Foundation,Medium Tan Honey,MTH,Warm,All,Matte,2899,4.6,Full coverage matte foundation
Tarte,Amazonian Clay Foundation,Tan Neutral,TN,Neutral,All,Matte,2899,4.6,Full coverage matte foundation
BareMinerals,Original Foundation SPF 15,Fair Ivory,FI,Cool,All,Natural,2200,4.5,Mineral powder foundation
BareMinerals,Original Foundation SPF 15,Fairly Light,FL,Neutral,All,Natural,2200,4.5,Mineral powder foundation
BareMinerals,Original Foundation SPF 15,Light,L,Neutral,All,Natural,2200,4.5,Mineral powder foundation
BareMinerals,Original Foundation SPF 15,Medium Beige,MB,Warm,All,Natural,2200,4.5,Mineral powder foundation
BareMinerals,Original Foundation SPF 15,Golden Medium,GM,Warm,All,Natural,2200,4.5,Mineral powder foundation
BareMinerals,Original Foundation SPF 15,Tan,T,Warm,All,Natural,2200,4.5,Mineral powder foundation
Makeup Revolution,Conceal & Define Foundation,F1,F1,Cool,All,Matte,699,4.3,Full coverage foundation
Makeup Revolution,Conceal & Define Foundation,F2,F2,Cool,All,Matte,699,4.3,Full coverage foundation
Makeup Revolution,Conceal & Define Foundation,F3,F3,Neutral,All,Matte,699,4.3,Full coverage foundation
Makeup Revolution,Conceal & Define Foundation,F5,F5,Neutral,All,Matte,699,4.3,Full coverage foundation
Makeup Revolution,Conceal & Define Foundation,F6,F6,Warm,All,Matte,699,4.3,Full coverage foundation
Makeup Revolution,Conceal & Define Foundation,F8,F8,Warm,All,Matte,699,4.3,Full coverage foundation
Makeup Revolution,Conceal & Define Foundation,F10,F10,Warm,All,Matte,699,4.3,Full coverage foundation
e.l.f.,Flawless Finish Foundation,Porcelain,POR,Cool,All,Natural,449,4.2,Lightweight buildable foundation
e.l.f.,Flawless Finish Foundation,Fair,FAIR,Neutral,All,Natural,449,4.2,Lightweight buildable foundation
e.l.f.,Flawless Finish Foundation,Light Ivory,LIV,Neutral,All,Natural,449,4.2,Lightweight buildable foundation
e.l.f.,Flawless Finish Foundation,Beige,BEIGE,Warm,All,Natural,449,4.2,Lightweight buildable foundation
e.l.f.,Flawless Finish Foundation,Tan,TAN,Warm,All,Natural,449,4.2,Lightweight buildable foundation
e.l.f.,Flawless Finish Foundation,Caramel,CARA,Warm,All,Natural,449,4.2,Lightweight buildable foundation
Milani,Conceal + Perfect 2-in-1,00A Porcelain,00A,Cool,All,Natural,799,4.4,Foundation and concealer hybrid
Milani,Conceal + Perfect 2-in-1,01 Creamy Vanilla,01,Neutral,All,Natural,799,4.4,Foundation and concealer hybrid
Milani,Conceal + Perfect 2-in-1,02 Natural,02,Neutral,All,Natural,799,4.4,Foundation and concealer hybrid
Milani,Conceal + Perfect 2-in-1,03 Light Beige,03,Warm,All,Natural,799,4.4,Foundation and concealer hybrid
Milani,Conceal + Perfect 2-in-1,04 Medium Beige,04,Warm,All,Natural,799,4.4,Foundation and concealer hybrid
Milani,Conceal + Perfect 2-in-1,05 Warm Beige,05,Warm,All,Natural,799,4.4,Foundation and concealer hybrid
Milani,Conceal + Perfect 2-in-1,06 Sand Beige,06,Warm,All,Natural,799,4.4,Foundation and concealer hybrid
CoverGirl,TruBlend Matte Made Foundation,L10 Fair Light,L10,Cool,Oily,Matte,549,4.3,Matte lightweight foundation
CoverGirl,TruBlend Matte Made Foundation,L20 Light,L20,Neutral,Oily,Matte,549,4.3,Matte lightweight foundation
CoverGirl,TruBlend Matte Made Foundation,M10 Light Medium,M10,Neutral,Oily,Matte,549,4.3,Matte lightweight foundation
CoverGirl,TruBlend Matte Made Foundation,M20 Medium,M20,Warm,Oily,Matte,549,4.3,Matte lightweight foundation
CoverGirl,TruBlend Matte Made Foundation,M30 Medium Light,M30,Warm,Oily,Matte,549,4.3,Matte lightweight foundation
CoverGirl,TruBlend Matte Made Foundation,D10 Medium Deep,D10,Warm,Oily,Matte,549,4.3,Matte lightweight foundation
Physicians Formula,The Healthy Foundation,LC1,LC1,Cool,All,Natural,899,4.3,SPF 20 foundation
Physicians Formula,The Healthy Foundation,LN2,LN2,Neutral,All,Natural,899,4.3,SPF 20 foundation
Physicians Formula,The Healthy Foundation,LW3,LW3,Warm,All,Natural,899,4.3,SPF 20 foundation
Physicians Formula,The Healthy Foundation,MN2,MN2,Neutral,All,Natural,899,4.3,SPF 20 foundation
Physicians Formula,The Healthy Foundation,MW1,MW1,Warm,All,Natural,899,4.3,SPF 20 foundation
Physicians Formula,The Healthy Foundation,DN2,DN2,Neutral,All,Natural,899,4.3,SPF 20 foundation
Bourjois,Healthy Mix Foundation,51 Light Vanilla,51,Cool,All,Radiant,899,4.4,16-hour radiant foundation
Bourjois,Healthy Mix Foundation,52 Vanilla,52,Neutral,All,Radiant,899,4.4,16-hour radiant foundation
Bourjois,Healthy Mix Foundation,53 Light Beige,53,Warm,All,Radiant,899,4.4,16-hour radiant foundation
Bourjois,Healthy Mix Foundation,54 Beige,54,Warm,All,Radiant,899,4.4,16-hour radiant foundation
Bourjois,Healthy Mix Foundation,55 Dark Beige,55,Warm,All,Radiant,899,4.4,16-hour radiant foundation
Rimmel,Lasting Finish Foundation,100 Ivory,100,Cool,All,Natural,649,4.2,25-hour foundation
Rimmel,Lasting Finish Foundation,200 Soft Beige,200,Neutral,All,Natural,649,4.2,25-hour foundation
Rimmel,Lasting Finish Foundation,300 Sand,300,Warm,All,Natural,649,4.2,25-hour foundation
Rimmel,Lasting Finish Foundation,400 Natural Beige,400,Warm,All,Natural,649,4.2,25-hour foundation
Rimmel,Lasting Finish Foundation,500 Warm Honey,500,Warm,All,Natural,649,4.2,25-hour foundation
Catrice,HD Liquid Coverage Foundation,010 Light Beige,010,Neutral,All,Natural,549,4.1,High-definition foundation
Catrice,HD Liquid Coverage Foundation,020 Rose Beige,020,Cool,All,Natural,549,4.1,High-definition foundation
Catrice,HD Liquid Coverage Foundation,030 Sand Beige,030,Warm,All,Natural,549,4.1,High-definition foundation
Catrice,HD Liquid Coverage Foundation,040 Warm Beige,040,Warm,All,Natural,549,4.1,High-definition foundation
Catrice,HD Liquid Coverage Foundation,050 Hazel Beige,050,Warm,All,Natural,549,4.1,High-definition foundation
Essence,Lash Princess False Lash Effect Mascara,Light Ivory,001,Cool,All,Natural,299,4.0,Budget-friendly foundation
Essence,Lash Princess False Lash Effect Mascara,Nude Beige,002,Neutral,All,Natural,299,4.0,Budget-friendly foundation
Essence,Lash Princess False Lash Effect Mascara,Cool Beige,003,Cool,All,Natural,299,4.0,Budget-friendly foundation
Essence,Lash Princess False Lash Effect Mascara,Natural Beige,004,Warm,All,Natural,299,4.0,Budget-friendly foundation
Insight,Longwear Foundation,Fair,F01,Cool,All,Matte,699,4.2,Indian brand foundation
Insight,Longwear Foundation,Light,L01,Neutral,All,Matte,699,4.2,Indian brand foundation
Insight,Longwear Foundation,Medium,M01,Warm,All,Matte,699,4.2,Indian brand foundation
Insight,Longwear Foundation,Tan,T01,Warm,All,Matte,699,4.2,Indian brand foundation
Faces Canada,Ultime Pro HD Foundation,01 Ivory,01,Cool,All,Natural,799,4.3,HD ready foundation
Faces Canada,Ultime Pro HD Foundation,02 Vanilla,02,Neutral,All,Natural,799,4.3,HD ready foundation
Faces Canada,Ultime Pro HD Foundation,03 Beige,03,Warm,All,Natural,799,4.3,HD ready foundation
Faces Canada,Ultime Pro HD Foundation,04 Natural,04,Warm,All,Natural,799,4.3,HD ready foundation
Faces Canada,Ultime Pro HD Foundation,05 Almond,05,Warm,All,Natural,799,4.3,HD ready foundation
Faces Canada,Ultime Pro HD Foundation,06 Honey,06,Warm,All,Natural,799,4.3,HD ready foundation
MyGlamm,Superfoods Liquid Foundation,Porcelain,POR,Cool,All,Natural,695,4.2,Superfood infused foundation
MyGlamm,Superfoods Liquid Foundation,Ivory,IVO,Neutral,All,Natural,695,4.2,Superfood infused foundation
MyGlamm,Superfoods Liquid Foundation,Beige,BEI,Warm,All,Natural,695,4.2,Superfood infused foundation
MyGlamm,Superfoods Liquid Foundation,Sand,SAN,Warm,All,Natural,695,4.2,Superfood infused foundation
MyGlamm,Superfoods Liquid Foundation,Honey,HON,Warm,All,Natural,695,4.2,Superfood infused foundation
Plum,Good Light Satin Glow Foundation,Porcelain,PC,Cool,All,Satin,795,4.3,Clean beauty foundation
Plum,Good Light Satin Glow Foundation,Ivory,IV,Neutral,All,Satin,795,4.3,Clean beauty foundation
Plum,Good Light Satin Glow Foundation,Beige,BG,Warm,All,Satin,795,4.3,Clean beauty foundation
Plum,Good Light Satin Glow Foundation,Almond,AL,Warm,All,Satin,795,4.3,Clean beauty foundation
Plum,Good Light Satin Glow Foundation,Honey,HN,Warm,All,Satin,795,4.3,Clean beauty foundation
Swiss Beauty,HD Foundation,Ivory,IV01,Cool,All,Natural,399,4.1,HD coverage foundation
Swiss Beauty,HD Foundation,Beige,BG02,Neutral,All,Natural,399,4.1,HD coverage foundation
Swiss Beauty,HD Foundation,Sand,SD03,Warm,All,Natural,399,4.1,HD coverage foundation
Swiss Beauty,HD Foundation,Honey,HN04,Warm,All,Natural,399,4.1,HD coverage foundation
Swiss Beauty,HD Foundation,Caramel,CR05,Warm,All,Natural,399,4.1,HD coverage foundation
